Soil Type,Nitrogen,Phosphorus,Potassium,Soil Moisture,Humidity,Temparature,Crop Type,Fertilizer Name
Loamy,95,55,50,70.5,60,20,Wheat,Urea
Loamy,100,55,50,70.5,60,20,Wheat,Urea
Loamy,60,60,55,60,70,25,Wheat,Urea
Loamy,65,60,55,60,70,25,Wheat,Urea
Loamy,70,60,55,60,70,25,Wheat,Urea
Loamy,75,60,55,60,70,25,Wheat,Urea
Loamy,80,60,55,60,70,25,Wheat,Urea
Loamy,805,60,55,60,70,25,Wheat,Urea
Loamy,90,60,55,60,70,25,Wheat,Urea
Loamy,95,60,55,60,70,25,Wheat,Urea
Loamy,100,60,55,60,70,25,Wheat,Urea
Black,20,30,20,60,50,25,Groundnut,Chilated Micronutrient
Black,25,30,20,60,50,25,Groundnut,Chilated Micronutrient
Black,30,30,20,60,50,25,Groundnut,Chilated Micronutrient
Black,20,35,25,60.5,60,30,Groundnut,Chilated Micronutrient
Black,25,35,25,60.5,60,30,Groundnut,Chilated Micronutrient
Black,30,35,25,60.5,60,30,Groundnut,Chilated Micronutrient
Black,20,40,20,70,50,25,Groundnut,Chilated Micronutrient
Black,25,40,20,70,50,25,Groundnut,Chilated Micronutrient
Black,30,40,20,70,50,25,Groundnut,Chilated Micronutrient
Black,20,30,25,70.5,60,30,Groundnut,SSP
Black,25,30,25,70.5,60,30,Groundnut,SSP
Black,30,30,25,70.5,60,30,Groundnut,SSP
Black,20,35,20,60,50,25,Groundnut,SSP
Black,25,35,20,60,50,25,Groundnut,SSP
Black,30,35,20,60,50,25,Groundnut,SSP
Black,20,40,25,60.5,60,30,Groundnut,SSP
Black,25,40,25,60.5,60,30,Groundnut,SSP
Black,30,40,25,60.5,60,30,Groundnut,SSP
Black,50,25,30,60,50,25,Groundnut,Chilated Micronutrient
Black,55,25,30,60,50,25,Groundnut,Chilated Micronutrient
Black,60,25,30,60,50,25,Groundnut,Chilated Micronutrient
Black,50,30,35,60.5,60,30,Groundnut,Chilated Micronutrient
Black,55,30,35,60.5,60,30,Groundnut,Chilated Micronutrient
Black,60,30,35,60.5,60,30,Groundnut,Chilated Micronutrient
Black,50,25,40,70,50,25,Groundnut,Chilated Micronutrient
Black,55,25,40,70,50,25,Groundnut,Chilated Micronutrient
Black,60,25,40,70,50,25,Groundnut,Chilated Micronutrient
Black,50,30,30,70.5,60,30,Groundnut,SSP
Black,55,30,30,70.5,60,30,Groundnut,SSP
Black,60,30,30,70.5,60,30,Groundnut,SSP
Black,50,25,35,60,50,25,Groundnut,SSP
Black,55,25,35,60,50,25,Groundnut,SSP
Black,60,25,35,60,50,25,Groundnut,SSP
Black,50,30,40,60.5,60,30,Groundnut,SSP
Black,55,30,40,60.5,60,30,Groundnut,SSP
Black,60,30,40,60.5,60,30,Groundnut,SSP
Black,40,20,20,55,50,25,Groundnut,Chilated Micronutrient
Black,45,20,20,55,50,25,Groundnut,Chilated Micronutrient
Black,50,20,20,55,50,25,Groundnut,Chilated Micronutrient
Black,40,30,30,60,60,30,Groundnut,Chilated Micronutrient
Black,45,30,30,60,60,30,Groundnut,Chilated Micronutrient
Black,50,30,30,60,60,30,Groundnut,Chilated Micronutrient
Black,40,20,30,60.5,50,25,Groundnut,Chilated Micronutrient
Black,45,20,30,60.5,50,25,Groundnut,Chilated Micronutrient
Black,50,20,30,60.5,50,25,Groundnut,Chilated Micronutrient
Black,40,30,20,70,60,30,Groundnut,SSP
Black,45,30,20,70,60,30,Groundnut,SSP
Black,50,30,20,70,60,30,Groundnut,SSP
Loamy,120,60,40,60,50,20,Maize,Urea
Loamy,125,60,40,60,50,20,Maize,Urea
Loamy,13,60,40,60,50,20,Maize,Urea
Loamy,135,60,40,60,50,20,Maize,Urea
Loamy,14,60,40,60,50,20,Maize,Urea
Loamy,145,60,40,60,50,20,Maize,Urea
Loamy,15,60,40,60,50,20,Maize,Urea
Loamy,120,65,45,60.5,60,25,Maize,Urea
Loamy,125,65,45,60.5,60,25,Maize,Urea
Loamy,13,65,45,60.5,60,25,Maize,Urea
Loamy,135,65,45,60.5,60,25,Maize,Urea
Loamy,14,65,45,60.5,60,25,Maize,Urea
Loamy,145,65,45,60.5,60,25,Maize,Urea
Loamy,15,65,45,60.5,60,25,Maize,Urea
Loamy,120,70,50,70,70,30,Maize,Urea
Loamy,125,70,50,70,70,30,Maize,Urea
Loamy,13,70,50,70,70,30,Maize,Urea
Loamy,135,70,50,70,70,30,Maize,Urea
Loamy,14,70,50,70,70,30,Maize,Urea
Loamy,145,70,50,70,70,30,Maize,Urea
Loamy,15,70,50,70,70,30,Maize,Urea
Loamy,120,75,55,70.5,50,20,Maize,Urea
Loamy,125,75,55,70.5,50,20,Maize,Urea
Loamy,13,75,55,70.5,50,20,Maize,Urea
Loamy,135,75,55,70.5,50,20,Maize,Urea
Loamy,14,75,55,70.5,50,20,Maize,Urea
Loamy,145,75,55,70.5,50,20,Maize,Urea
Loamy,15,75,55,70.5,50,20,Maize,Urea
Loamy,120,80,60,60,60,25,Maize,Urea
Loamy,125,80,60,60,60,25,Maize,Urea
Loamy,13,80,60,60,60,25,Maize,Urea
Loamy,135,80,60,60,60,25,Maize,Urea
Loamy,14,80,60,60,60,25,Maize,Urea
Loamy,145,80,60,60,60,25,Maize,Urea
Loamy,15,80,60,60,60,25,Maize,Urea
Loamy,120,60,45,60.5,70,30,Maize,SSP
Loamy,125,60,45,60.5,70,30,Maize,SSP
Loamy,13,60,45,60.5,70,30,Maize,SSP
Loamy,135,60,45,60.5,70,30,Maize,SSP
Loamy,14,60,45,60.5,70,30,Maize,SSP
Loamy,145,60,45,60.5,70,30,Maize,SSP
Loamy,15,60,45,60.5,70,30,Maize,SSP
Loamy,120,65,50,70,50,20,Maize,SSP
Loamy,125,65,50,70,50,20,Maize,SSP
Loamy,13,65,50,70,50,20,Maize,SSP
Loamy,135,65,50,70,50,20,Maize,SSP
Loamy,14,65,50,70,50,20,Maize,SSP
Loamy,145,65,50,70,50,20,Maize,SSP
Loamy,15,65,50,70,50,20,Maize,SSP
Loamy,120,70,55,70.5,60,25,Maize,SSP
Loamy,125,70,55,70.5,60,25,Maize,SSP
Loamy,13,70,55,70.5,60,25,Maize,SSP
Loamy,135,70,55,70.5,60,25,Maize,SSP
Loamy,14,70,55,70.5,60,25,Maize,SSP
Loamy,145,70,55,70.5,60,25,Maize,SSP
Loamy,15,70,55,70.5,60,25,Maize,SSP
Loamy,120,75,60,60,70,30,Maize,SSP
Loamy,125,75,60,60,70,30,Maize,SSP
Loamy,13,75,60,60,70,30,Maize,SSP
Loamy,135,75,60,60,70,30,Maize,SSP
Loamy,14,75,60,60,70,30,Maize,SSP
Loamy,145,75,60,60,70,30,Maize,SSP
Loamy,15,75,60,60,70,30,Maize,SSP
Loamy,120,80,40,60.5,50,20,Maize,SSP
Loamy,125,80,40,60.5,50,20,Maize,SSP
Loamy,13,80,40,60.5,50,20,Maize,SSP
Loamy,135,80,40,60.5,50,20,Maize,SSP
Loamy,14,80,40,60.5,50,20,Maize,SSP
Loamy,145,80,40,60.5,50,20,Maize,SSP
Loamy,15,80,40,60.5,50,20,Maize,SSP
Loamy,120,60,50,70,60,25,Maize,MOP
Loamy,125,60,50,70,60,25,Maize,MOP
Loamy,13,60,50,70,60,25,Maize,MOP
Loamy,135,60,50,70,60,25,Maize,MOP
Loamy,14,60,50,70,60,25,Maize,MOP
Loamy,145,60,50,70,60,25,Maize,MOP
Loamy,15,60,50,70,60,25,Maize,MOP
Loamy,120,65,55,70.5,70,30,Maize,MOP
Loamy,125,65,55,70.5,70,30,Maize,MOP
Loamy,13,65,55,70.5,70,30,Maize,MOP
Loamy,135,65,55,70.5,70,30,Maize,MOP
Loamy,14,65,55,70.5,70,30,Maize,MOP
Loamy,145,65,55,70.5,70,30,Maize,MOP
Loamy,15,65,55,70.5,70,30,Maize,MOP
Loamy,120,70,60,60,50,20,Maize,MOP
Loamy,125,70,60,60,50,20,Maize,MOP
Loamy,13,70,60,60,50,20,Maize,MOP
Loamy,135,70,60,60,50,20,Maize,MOP
Loamy,14,70,60,60,50,20,Maize,MOP
Loamy,145,70,60,60,50,20,Maize,MOP
Loamy,15,70,60,60,50,20,Maize,MOP
Loamy,120,75,40,60.5,60,25,Maize,MOP
Loamy,125,75,40,60.5,60,25,Maize,MOP
Loamy,13,75,40,60.5,60,25,Maize,MOP
Loamy,135,75,40,60.5,60,25,Maize,MOP
Loamy,14,75,40,60.5,60,25,Maize,MOP
Loamy,145,75,40,60.5,60,25,Maize,MOP
Loamy,15,75,40,60.5,60,25,Maize,MOP
Loamy,120,80,45,70,70,30,Maize,MOP
Loamy,125,80,45,70,70,30,Maize,MOP
Loamy,13,80,45,70,70,30,Maize,MOP
Loamy,135,80,45,70,70,30,Maize,MOP
Loamy,14,80,45,70,70,30,Maize,MOP
Loamy,145,80,45,70,70,30,Maize,MOP
Loamy,15,80,45,70,70,30,Maize,MOP
Loamy,120,60,55,70.5,50,20,Maize,Urea
Loamy,125,60,55,70.5,50,20,Maize,Urea
Loamy,13,60,55,70.5,50,20,Maize,Urea
Loamy,135,60,55,70.5,50,20,Maize,Urea
Loamy,14,60,55,70.5,50,20,Maize,Urea
Loamy,145,60,55,70.5,50,20,Maize,Urea
Loamy,15,60,55,70.5,50,20,Maize,Urea
Loamy,120,65,60,60,60,25,Maize,Urea
Loamy,125,65,60,60,60,25,Maize,Urea
Loamy,13,65,60,60,60,25,Maize,Urea
Loamy,135,65,60,60,60,25,Maize,Urea
Loamy,14,65,60,60,60,25,Maize,Urea
Loamy,145,65,60,60,60,25,Maize,Urea
Loamy,15,65,60,60,60,25,Maize,Urea
Loamy,120,70,40,60.5,70,30,Maize,Urea
Loamy,125,70,40,60.5,70,30,Maize,Urea
Loamy,13,70,40,60.5,70,30,Maize,Urea
Loamy,135,70,40,60.5,70,30,Maize,Urea
Loamy,14,70,40,60.5,70,30,Maize,Urea
Loamy,145,70,40,60.5,70,30,Maize,Urea
Loamy,15,70,40,60.5,70,30,Maize,Urea
Loamy,120,75,45,70,50,20,Maize,Urea
Loamy,125,75,45,70,50,20,Maize,Urea
Loamy,13,75,45,70,50,20,Maize,Urea
Loamy,135,75,45,70,50,20,Maize,Urea
Loamy,14,75,45,70,50,20,Maize,Urea
Loamy,145,75,45,70,50,20,Maize,Urea
Loamy,15,75,45,70,50,20,Maize,Urea
Loamy,120,80,50,70.5,60,25,Maize,Urea
Loamy,125,80,50,70.5,60,25,Maize,Urea
Loamy,13,80,50,70.5,60,25,Maize,Urea
Loamy,135,80,50,70.5,60,25,Maize,Urea
Loamy,14,80,50,70.5,60,25,Maize,Urea
Loamy,145,80,50,70.5,60,25,Maize,Urea
Loamy,15,80,50,70.5,60,25,Maize,Urea
Loamy,120,60,60,60,70,30,Maize,SSP
Loamy,125,60,60,60,70,30,Maize,SSP
Loamy,13,60,60,60,70,30,Maize,SSP
Loamy,135,60,60,60,70,30,Maize,SSP
Loamy,14,60,60,60,70,30,Maize,SSP
Loamy,145,60,60,60,70,30,Maize,SSP
Loamy,15,60,60,60,70,30,Maize,SSP
Loamy,120,65,40,60.5,50,20,Maize,SSP
Loamy,125,65,40,60.5,50,20,Maize,SSP
Loamy,13,65,40,60.5,50,20,Maize,SSP
Loamy,135,65,40,60.5,50,20,Maize,SSP
Loamy,14,65,40,60.5,50,20,Maize,SSP
Loamy,145,65,40,60.5,50,20,Maize,SSP
Loamy,15,65,40,60.5,50,20,Maize,SSP
Loamy,120,70,45,70,60,25,Maize,SSP
Loamy,125,70,45,70,60,25,Maize,SSP
Loamy,13,70,45,70,60,25,Maize,SSP
Loamy,135,70,45,70,60,25,Maize,SSP
Loamy,14,70,45,70,60,25,Maize,SSP
Loamy,145,70,45,70,60,25,Maize,SSP
Loamy,15,70,45,70,60,25,Maize,SSP
Loamy,120,75,50,70.5,70,30,Maize,SSP
Loamy,125,75,50,70.5,70,30,Maize,SSP
Loamy,13,75,50,70.5,70,30,Maize,SSP
Loamy,135,75,50,70.5,70,30,Maize,SSP
Loamy,14,75,50,70.5,70,30,Maize,SSP
Loamy,145,75,50,70.5,70,30,Maize,SSP
Loamy,15,75,50,70.5,70,30,Maize,SSP
Loamy,120,80,55,60,50,20,Maize,SSP
Loamy,125,80,55,60,50,20,Maize,SSP
Loamy,13,80,55,60,50,20,Maize,SSP
Loamy,135,80,55,60,50,20,Maize,SSP
Loamy,14,80,55,60,50,20,Maize,SSP
Loamy,145,80,55,60,50,20,Maize,SSP
Loamy,15,80,55,60,50,20,Maize,SSP
Red,40,20,20,55,30,20,Tur,Urea
Red,45,20,20,55,30,20,Tur,Urea
Red,50,20,20,55,30,20,Tur,Urea
Red,40,25,25,60,40,25,Tur,Urea
Red,45,25,25,60,40,25,Tur,Urea
Red,50,25,25,60,40,25,Tur,Urea
Red,40,30,30,60.5,30,30,Tur,Urea
Red,45,30,30,60.5,30,30,Tur,Urea
Red,50,30,30,60.5,30,30,Tur,Urea
Red,40,20,25,55,40,20,Tur,MOP
Red,45,20,25,55,40,20,Tur,MOP
Red,50,20,25,55,40,20,Tur,MOP
Red,40,25,30,60,30,25,Tur,MOP
Red,45,25,30,60,30,25,Tur,MOP
Red,50,25,30,60,30,25,Tur,MOP
Red,40,30,20,60.5,40,30,Tur,MOP
Red,45,30,20,60.5,40,30,Tur,MOP
Red,50,30,20,60.5,40,30,Tur,MOP
Red,40,20,30,55,30,20,Tur,SSP
Red,45,20,30,55,30,20,Tur,SSP
Red,50,20,30,55,30,20,Tur,SSP
Red,40,25,20,60,40,25,Tur,SSP
Red,45,25,20,60,40,25,Tur,SSP
Red,50,25,20,60,40,25,Tur,SSP
Red,40,30,25,60.5,30,30,Tur,SSP
Red,45,30,25,60.5,30,30,Tur,SSP
Red,50,30,25,60.5,30,30,Tur,SSP
Loamy,20,30,20,60,80,20,Urad,Urea
Loamy,25,30,20,60,80,20,Urad,Urea
Loamy,30,30,20,60,80,20,Urad,Urea
Loamy,20,35,25,60.5,90,25,Urad,Urea
Loamy,25,35,25,60.5,90,25,Urad,Urea
Loamy,30,35,25,60.5,90,25,Urad,Urea
Loamy,20,40,30,70,100,20,Urad,Urea
Loamy,25,40,30,70,100,20,Urad,Urea
Loamy,30,40,30,70,100,20,Urad,Urea
Loamy,20,30,25,60,80,25,Urad,SSP
Loamy,25,30,25,60,80,25,Urad,SSP
Loamy,30,30,25,60,80,25,Urad,SSP
Loamy,20,35,30,60.5,90,20,Urad,SSP
Loamy,25,35,30,60.5,90,20,Urad,SSP
Loamy,30,35,30,60.5,90,20,Urad,SSP
Loamy,20,40,20,70,100,25,Urad,SSP
Loamy,25,40,20,70,100,25,Urad,SSP
Loamy,30,40,20,70,100,25,Urad,SSP
Loamy,20,30,30,60,80,20,Urad,DAP
Loamy,25,30,30,60,80,20,Urad,DAP
Loamy,30,30,30,60,80,20,Urad,DAP
Loamy,20,35,20,60.5,90,25,Urad,DAP
Loamy,25,35,20,60.5,90,25,Urad,DAP
Loamy,30,35,20,60.5,90,25,Urad,DAP
Loamy,20,40,25,70,100,20,Urad,DAP
Loamy,25,40,25,70,100,20,Urad,DAP
Loamy,30,40,25,70,100,20,Urad,DAP
Sandy,20,10,5,60,60,25,Moong,MOP
Sandy,25,10,5,60,60,25,Moong,MOP
Sandy,30,10,5,60,60,25,Moong,MOP
Sandy,20,15,10,60.5,70,30,Moong,MOP
Sandy,25,15,10,60.5,70,30,Moong,MOP
Sandy,30,15,10,60.5,70,30,Moong,MOP
Sandy,20,20,15,70,80,35,Moong,MOP
Sandy,25,20,15,70,80,35,Moong,MOP
Sandy,30,20,15,70,80,35,Moong,MOP
Sandy,20,10,10,60,60,25,Moong,Urea
Sandy,25,10,10,60,60,25,Moong,Urea
Sandy,30,10,10,60,60,25,Moong,Urea
Sandy,20,15,15,60.5,70,30,Moong,Urea
Sandy,25,15,15,60.5,70,30,Moong,Urea
Sandy,30,15,15,60.5,70,30,Moong,Urea
Sandy,20,20,5,70,80,35,Moong,Urea
Sandy,25,20,5,70,80,35,Moong,Urea
Sandy,30,20,5,70,80,35,Moong,Urea
Sandy,20,10,15,60,60,25,Moong,SSP
Sandy,25,10,15,60,60,25,Moong,SSP
Sandy,30,10,15,60,60,25,Moong,SSP
Sandy,20,15,5,60.5,70,30,Moong,SSP
Sandy,25,15,5,60.5,70,30,Moong,SSP
Sandy,30,15,5,60.5,70,30,Moong,SSP
Sandy,20,20,10,70,80,35,Moong,SSP
Sandy,25,20,10,70,80,35,Moong,SSP
Sandy,30,20,10,70,80,35,Moong,SSP
Black,40,25,10,60,60,20,Gram,18:46:00 NPK
Black,45,25,10,60,60,20,Gram,18:46:00 NPK
Black,50,25,10,60,60,20,Gram,18:46:00 NPK
Black,40,30,15,60.5,70,25,Gram,18:46:00 NPK
Black,45,30,15,60.5,70,25,Gram,18:46:00 NPK
Black,50,30,15,60.5,70,25,Gram,18:46:00 NPK
Black,40,25,15,60,60,20,Gram,Sulphur
Black,45,25,15,60,60,20,Gram,Sulphur
Black,50,25,15,60,60,20,Gram,Sulphur
Black,40,30,10,60.5,70,25,Gram,Sulphur
Black,45,30,10,60.5,70,25,Gram,Sulphur
Black,50,30,10,60.5,70,25,Gram,Sulphur
Red,40,20,20,60,60,20,Masoor,Urea
Red,45,20,20,60,60,20,Masoor,Urea
Red,50,20,20,60,60,20,Masoor,Urea
Red,40,25,25,60.5,70,25,Masoor,Urea
Red,45,25,25,60.5,70,25,Masoor,Urea
Red,50,25,25,60.5,70,25,Masoor,Urea
Red,40,20,25,60,60,20,Masoor,DAP
Red,45,20,25,60,60,20,Masoor,DAP
Red,50,20,25,60,60,20,Masoor,DAP
Red,40,25,20,60.5,70,25,Masoor,DAP
Red,45,25,20,60.5,70,25,Masoor,DAP
Red,50,25,20,60.5,70,25,Masoor,DAP
Black,100,60,60,70.5,50,10,Cotton,Magnesium Sulphate
Black,105,60,60,70.5,50,10,Cotton,Magnesium Sulphate
Black,100,60,60,70.5,50,10,Cotton,Magnesium Sulphate
Black,115,60,60,70.5,50,10,Cotton,Magnesium Sulphate
Black,120,60,60,70.5,50,10,Cotton,Magnesium Sulphate
Black,100,65,65,80,60,15,Cotton,Magnesium Sulphate
Black,105,65,65,80,60,15,Cotton,Magnesium Sulphate
Black,100,65,65,80,60,15,Cotton,Magnesium Sulphate
Black,115,65,65,80,60,15,Cotton,Magnesium Sulphate
Black,120,65,65,80,60,15,Cotton,Magnesium Sulphate
Black,100,70,70,80.5,50,20,Cotton,Magnesium Sulphate
Black,105,70,70,80.5,50,20,Cotton,Magnesium Sulphate
Black,100,70,70,80.5,50,20,Cotton,Magnesium Sulphate
Black,115,70,70,80.5,50,20,Cotton,Magnesium Sulphate
Black,120,70,70,80.5,50,20,Cotton,Magnesium Sulphate
Black,100,75,75,70.5,60,25,Cotton,Magnesium Sulphate
Black,105,75,75,70.5,60,25,Cotton,Magnesium Sulphate
Black,100,75,75,70.5,60,25,Cotton,Magnesium Sulphate
Black,115,75,75,70.5,60,25,Cotton,Magnesium Sulphate
Black,120,75,75,70.5,60,25,Cotton,Magnesium Sulphate
Black,100,80,80,80,50,30,Cotton,Magnesium Sulphate
Black,105,80,80,80,50,30,Cotton,Magnesium Sulphate
Black,100,80,80,80,50,30,Cotton,Magnesium Sulphate
Black,115,80,80,80,50,30,Cotton,Magnesium Sulphate
Black,120,80,80,80,50,30,Cotton,Magnesium Sulphate
Black,100,60,65,80.5,60,10,Cotton,DAP
Black,105,60,65,80.5,60,10,Cotton,DAP
Black,100,60,65,80.5,60,10,Cotton,DAP
Black,115,60,65,80.5,60,10,Cotton,DAP
Black,120,60,65,80.5,60,10,Cotton,DAP
Black,100,65,70,70.5,50,15,Cotton,DAP
Black,105,65,70,70.5,50,15,Cotton,DAP
Black,100,65,70,70.5,50,15,Cotton,DAP
Black,115,65,70,70.5,50,15,Cotton,DAP
Black,120,65,70,70.5,50,15,Cotton,DAP
Black,100,70,75,80,60,20,Cotton,DAP
Black,105,70,75,80,60,20,Cotton,DAP
Black,100,70,75,80,60,20,Cotton,DAP
Black,115,70,75,80,60,20,Cotton,DAP
Black,120,70,75,80,60,20,Cotton,DAP
Black,100,75,80,80.5,50,25,Cotton,DAP
Black,105,75,80,80.5,50,25,Cotton,DAP
Black,100,75,80,80.5,50,25,Cotton,DAP
Black,115,75,80,80.5,50,25,Cotton,DAP
Black,120,75,80,80.5,50,25,Cotton,DAP
Black,100,80,60,70.5,60,30,Cotton,DAP
Black,105,80,60,70.5,60,30,Cotton,DAP
Black,100,80,60,70.5,60,30,Cotton,DAP
Black,115,80,60,70.5,60,30,Cotton,DAP
Black,120,80,60,70.5,60,30,Cotton,DAP
Black,100,60,70,80,50,10,Cotton,12:32:16 NPK
Black,105,60,70,80,50,10,Cotton,12:32:16 NPK
Black,100,60,70,80,50,10,Cotton,12:32:16 NPK
Black,115,60,70,80,50,10,Cotton,12:32:16 NPK
Black,120,60,70,80,50,10,Cotton,12:32:16 NPK
Black,100,65,75,80.5,60,15,Cotton,12:32:16 NPK
Black,105,65,75,80.5,60,15,Cotton,12:32:16 NPK
Black,100,65,75,80.5,60,15,Cotton,12:32:16 NPK
Black,115,65,75,80.5,60,15,Cotton,12:32:16 NPK
Black,120,65,75,80.5,60,15,Cotton,12:32:16 NPK
Black,100,70,80,70.5,50,20,Cotton,12:32:16 NPK
Black,105,70,80,70.5,50,20,Cotton,12:32:16 NPK
Black,100,70,80,70.5,50,20,Cotton,12:32:16 NPK
Black,115,70,80,70.5,50,20,Cotton,12:32:16 NPK
Black,120,70,80,70.5,50,20,Cotton,12:32:16 NPK
Black,100,75,60,80,60,25,Cotton,12:32:16 NPK
Black,105,75,60,80,60,25,Cotton,12:32:16 NPK
Black,100,75,60,80,60,25,Cotton,12:32:16 NPK
Black,115,75,60,80,60,25,Cotton,12:32:16 NPK
Black,120,75,60,80,60,25,Cotton,12:32:16 NPK
Black,100,80,65,80.5,50,30,Cotton,12:32:16 NPK
Black,105,80,65,80.5,50,30,Cotton,12:32:16 NPK
Black,100,80,65,80.5,50,30,Cotton,12:32:16 NPK
Black,115,80,65,80.5,50,30,Cotton,12:32:16 NPK
Black,120,80,65,80.5,50,30,Cotton,12:32:16 NPK
Black,100,60,75,70.5,60,10,Cotton,Magnesium Sulphate
Black,105,60,75,70.5,60,10,Cotton,Magnesium Sulphate
Black,100,60,75,70.5,60,10,Cotton,Magnesium Sulphate
Black,115,60,75,70.5,60,10,Cotton,Magnesium Sulphate
Black,120,60,75,70.5,60,10,Cotton,Magnesium Sulphate
Black,100,65,80,80,50,15,Cotton,Magnesium Sulphate
Black,105,65,80,80,50,15,Cotton,Magnesium Sulphate
Black,100,65,80,80,50,15,Cotton,Magnesium Sulphate
Black,115,65,80,80,50,15,Cotton,Magnesium Sulphate
Black,120,65,80,80,50,15,Cotton,Magnesium Sulphate
Black,100,70,60,80.5,60,20,Cotton,Magnesium Sulphate
Black,105,70,60,80.5,60,20,Cotton,Magnesium Sulphate
Black,100,70,60,80.5,60,20,Cotton,Magnesium Sulphate
Black,115,70,60,80.5,60,20,Cotton,Magnesium Sulphate
Black,120,70,60,80.5,60,20,Cotton,Magnesium Sulphate
Black,100,75,65,70.5,50,25,Cotton,Magnesium Sulphate
Black,105,75,65,70.5,50,25,Cotton,Magnesium Sulphate
Black,100,75,65,70.5,50,25,Cotton,Magnesium Sulphate
Black,115,75,65,70.5,50,25,Cotton,Magnesium Sulphate
Black,120,75,65,70.5,50,25,Cotton,Magnesium Sulphate
Black,100,80,70,80,60,30,Cotton,Magnesium Sulphate
Black,105,80,70,80,60,30,Cotton,Magnesium Sulphate
Black,100,80,70,80,60,30,Cotton,Magnesium Sulphate
Black,115,80,70,80,60,30,Cotton,Magnesium Sulphate
Black,120,80,70,80,60,30,Cotton,Magnesium Sulphate
Black,100,60,80,80.5,50,10,Cotton,DAP
Black,105,60,80,80.5,50,10,Cotton,DAP
Black,100,60,80,80.5,50,10,Cotton,DAP
Black,115,60,80,80.5,50,10,Cotton,DAP
Black,120,60,80,80.5,50,10,Cotton,DAP
Black,100,65,60,70.5,60,15,Cotton,DAP
Black,105,65,60,70.5,60,15,Cotton,DAP
Black,100,65,60,70.5,60,15,Cotton,DAP
Black,115,65,60,70.5,60,15,Cotton,DAP
Black,120,65,60,70.5,60,15,Cotton,DAP
Black,100,70,65,80,50,20,Cotton,DAP
Black,105,70,65,80,50,20,Cotton,DAP
Black,100,70,65,80,50,20,Cotton,DAP
Black,115,70,65,80,50,20,Cotton,DAP
Black,120,70,65,80,50,20,Cotton,DAP
Black,100,75,70,80.5,60,25,Cotton,DAP
Black,105,75,70,80.5,60,25,Cotton,DAP
Black,100,75,70,80.5,60,25,Cotton,DAP
Black,115,75,70,80.5,60,25,Cotton,DAP
Black,120,75,70,80.5,60,25,Cotton,DAP
Black,100,80,75,70.5,50,30,Cotton,DAP
Black,105,80,75,70.5,50,30,Cotton,DAP
Black,100,80,75,70.5,50,30,Cotton,DAP
Black,115,80,75,70.5,50,30,Cotton,DAP
Black,120,80,75,70.5,50,30,Cotton,DAP
Red,50,30,20,60.5,60,20,Jowar,10:26:26 NPK
Red,55,30,20,60.5,60,20,Jowar,10:26:26 NPK
Red,60,30,20,60.5,60,20,Jowar,10:26:26 NPK
Red,50,35,25,70,70,25,Jowar,10:26:26 NPK
Red,55,35,25,70,70,25,Jowar,10:26:26 NPK
Red,60,35,25,70,70,25,Jowar,10:26:26 NPK
Red,50,40,30,70.5,60,30,Jowar,10:26:26 NPK
Red,55,40,30,70.5,60,30,Jowar,10:26:26 NPK
Red,60,40,30,70.5,60,30,Jowar,10:26:26 NPK
Red,50,30,25,60.5,70,20,Jowar,Urea
Red,55,30,25,60.5,70,20,Jowar,Urea
Red,60,30,25,60.5,70,20,Jowar,Urea
Red,50,35,30,70,60,25,Jowar,Urea
Red,55,35,30,70,60,25,Jowar,Urea
Red,60,35,30,70,60,25,Jowar,Urea
Red,50,40,20,70.5,70,30,Jowar,Urea
Red,55,40,20,70.5,70,30,Jowar,Urea
Red,60,40,20,70.5,70,30,Jowar,Urea
Red,50,30,30,60.5,60,20,Jowar,SSP
Red,55,30,30,60.5,60,20,Jowar,SSP
Red,60,30,30,60.5,60,20,Jowar,SSP
Red,50,35,20,70,70,25,Jowar,SSP
Red,55,35,20,70,70,25,Jowar,SSP
Red,60,35,20,70,70,25,Jowar,SSP
Red,50,40,25,70.5,60,30,Jowar,SSP
Red,55,40,25,70.5,60,30,Jowar,SSP
Red,60,40,25,70.5,60,30,Jowar,SSP
Red,60,40,40,60,50,15,Wheat,19:19:19 NPK
Red,65,40,40,60,50,15,Wheat,19:19:19 NPK
Red,70,40,40,60,50,15,Wheat,19:19:19 NPK
Red,75,40,40,60,50,15,Wheat,19:19:19 NPK
Red,80,40,40,60,50,15,Wheat,19:19:19 NPK
Red,60,45,45,60.5,60,20,Wheat,19:19:19 NPK
Red,65,45,45,60.5,60,20,Wheat,19:19:19 NPK
Red,70,45,45,60.5,60,20,Wheat,19:19:19 NPK
Red,75,45,45,60.5,60,20,Wheat,19:19:19 NPK
Red,80,45,45,60.5,60,20,Wheat,19:19:19 NPK
Red,60,50,50,70,50,25,Wheat,19:19:19 NPK
Red,65,50,50,70,50,25,Wheat,19:19:19 NPK
Red,70,50,50,70,50,25,Wheat,19:19:19 NPK
Red,75,50,50,70,50,25,Wheat,19:19:19 NPK
Red,80,50,50,70,50,25,Wheat,19:19:19 NPK
Red,60,55,55,70.5,60,30,Wheat,19:19:19 NPK
Red,65,55,55,70.5,60,30,Wheat,19:19:19 NPK
Red,70,55,55,70.5,60,30,Wheat,19:19:19 NPK
Red,75,55,55,70.5,60,30,Wheat,19:19:19 NPK
